"Response.variable","Num.covars","Covar.cols","AICc"
"Max_biomass_ugL","3","99","34.9545606392352"
"Max_biomass_ugL","3","100","37.6566579285794"
"Max_biomass_ugL","3","101","31.6529482508256"
"Max_biomass_ugL","3","102","26.2372198742186"
"Max_biomass_ugL","3","103","30.7738837179"
"Max_biomass_ugL","3","104","33.4238415287013"
"Max_biomass_ugL","3","105","34.1436645224301"
"Max_biomass_ugL","3","106","35.7662643818898"
"Max_biomass_ugL","3","107","36.1751608432013"
"Max_biomass_ugL","3","108","32.1986100021063"
"Max_biomass_ugL","3","109","16.2479494837641"
"Max_biomass_ugL","3","110","30.1621767879315"
"Max_biomass_ugL","3","111","31.101556440154"
"Max_biomass_ugL","3","112","31.1076777559162"
"Max_biomass_ugL","3","113","33.0342351628397"
"Max_biomass_ugL","3","114","33.1470453930891"
"Max_biomass_ugL","3","115","32.7419360683895"
"Max_biomass_ugL","3","116","26.4245056978853"
"Max_biomass_ugL","3","117","25.4711542165345"
"Max_biomass_ugL","3","118","25.2533731346054"
"Max_biomass_ugL","3","119","25.7550831997076"
"Max_biomass_ugL","3","120","25.6066414461203"
"Max_biomass_ugL","3","121","23.0281092678125"
"Max_biomass_ugL","3","122","36.3583456288463"
"Max_biomass_ugL","3","123","36.6496155120101"
"Max_biomass_ugL","3","124","34.9604780819195"
"Max_biomass_ugL","3","125","36.3811040072314"
"Max_biomass_ugL","3","126","33.8551959726025"
"Max_biomass_ugL","3","127","38.2773743024089"
"Max_biomass_ugL","3","128","37.4692118559003"
"Max_biomass_ugL","3","129","38.43781179172"
"Max_biomass_ugL","3","130","36.5709029909125"
"Max_biomass_ugL","3","131","36.154301932431"
"Max_biomass_ugL","3","132","38.5153401800755"
"Max_biomass_ugL","3","133","37.2720899465354"
"Max_biomass_ugL","3","134","37.6997385952198"
"Max_biomass_ugL","3","135","35.7752061622967"
"Max_biomass_ugL","3","136","36.7629240580806"
"Max_biomass_ugL","3","137","20.3707210522152"
"Max_biomass_ugL","3","138","27.4295197507165"
"Max_biomass_ugL","3","139","27.3814059494669"
"Max_biomass_ugL","3","140","28.968625754111"
"Max_biomass_ugL","3","141","32.3965212244597"
"Max_biomass_ugL","3","142","32.4285542753076"
"Max_biomass_ugL","3","143","31.8713353144201"
"Max_biomass_ugL","3","144","31.4832515744474"
"Max_biomass_ugL","3","145","32.0676443548014"
"Max_biomass_ugL","3","146","28.926879360835"
"Max_biomass_ugL","3","147","30.2630666494784"
"Max_biomass_ugL","3","148","30.5537278341991"
"Max_biomass_ugL","3","149","29.1912079499523"
"Max_biomass_ugL","3","150","32.152937552827"
"Max_biomass_ugL","3","151","31.9183034985562"
"Max_biomass_ugL","3","152","31.264502371951"
"Max_biomass_ugL","3","153","33.325253867714"
"Max_biomass_ugL","3","154","31.2448108053011"
"Max_biomass_ugL","3","155","35.488338318178"
"Max_biomass_ugL","3","156","35.2642039535827"
"Max_biomass_ugL","3","157","37.1127310495615"
"Max_biomass_ugL","3","158","35.8479897529582"
"Max_biomass_ugL","3","159","33.2225149253111"
"Max_biomass_ugL","3","160","36.1121445317559"
"Max_biomass_ugL","3","161","35.5812890335706"
"Max_biomass_ugL","3","162","35.9737395925082"
"Max_biomass_ugL","3","163","33.0600639110669"
"Max_biomass_ugL","3","164","35.3260484764098"
"Max_biomass_ugL","3","165","16.643388136941"
"Max_biomass_ugL","3","166","18.8792046804832"
"Max_biomass_ugL","3","167","19.1165642287811"
"Max_biomass_ugL","3","168","21.2114410531619"
"Max_biomass_ugL","3","169","20.8380796932862"
"Max_biomass_ugL","3","170","22.0102213905272"
"Max_biomass_ugL","3","171","32.0593774300874"
"Max_biomass_ugL","3","172","30.2241380596598"
"Max_biomass_ugL","3","173","33.7171032528857"
"Max_biomass_ugL","3","174","33.5929868148276"
"Max_biomass_ugL","3","175","32.8296841470606"
"Max_biomass_ugL","3","176","30.5579428136114"
"Max_biomass_ugL","3","177","32.7922995313993"
"Max_biomass_ugL","3","178","32.8682297935376"
"Max_biomass_ugL","3","179","31.7312406168731"
"Max_biomass_ugL","3","180","31.8523358552953"
"Max_biomass_ugL","3","181","31.6410406976667"
"Max_biomass_ugL","3","182","32.1271905563344"
"Max_biomass_ugL","3","183","34.1003864078509"
"Max_biomass_ugL","3","184","33.5143641514274"
"Max_biomass_ugL","3","185","33.5205694122106"
"Max_biomass_ugL","3","186","31.4437228396921"
"Max_biomass_ugL","3","187","27.7146520295201"
"Max_biomass_ugL","3","188","29.1838357426728"
"Max_biomass_ugL","3","189","30.3824754319679"
"Max_biomass_ugL","3","190","26.9890581734968"
"Max_biomass_ugL","3","191","28.6934815739591"
"Max_biomass_ugL","3","192","30.4672198782956"
"Max_biomass_ugL","3","193","30.6560029398479"
"Max_biomass_ugL","3","194","30.0834606991885"
"Max_biomass_ugL","3","195","27.9444228771839"
"Max_biomass_ugL","3","196","28.5328336391788"
"Max_biomass_ugL","3","197","27.4115504809822"
"Max_biomass_ugL","3","198","29.8728383810333"
"Max_biomass_ugL","3","199","28.5787257846884"
"Max_biomass_ugL","3","200","27.7506296557943"
"Max_biomass_ugL","3","201","36.659246099405"
"Max_biomass_ugL","3","202","37.2467990597167"
"Max_biomass_ugL","3","203","38.8143066763663"
"Max_biomass_ugL","3","204","36.3193549078177"
"Max_biomass_ugL","3","205","34.0771564579961"
"Max_biomass_ugL","3","206","36.5464740296855"
"Max_biomass_ugL","3","207","33.8567617537149"
"Max_biomass_ugL","3","208","37.1355832335293"
"Max_biomass_ugL","3","209","34.9086365148854"
"Max_biomass_ugL","3","210","35.3666765222545"
"Max_biomass_ugL","3","211","36.1599392542618"
"Max_biomass_ugL","3","212","38.9653793130447"
"Max_biomass_ugL","3","213","38.0709877396514"
"Max_biomass_ugL","3","214","37.6136009557803"
"Max_biomass_ugL","3","215","35.8294336592513"
"Max_biomass_ugL","3","216","37.6027847066842"
"Max_biomass_ugL","3","217","36.4219057516184"
"Max_biomass_ugL","3","218","35.7015915007606"
"Max_biomass_ugL","3","219","36.9958242408709"
"Max_biomass_ugL","3","220","36.0036064948264"
"Max_biomass_ugL","4","1","41.5833121303371"
"Max_biomass_ugL","4","2","40.092381448767"
"Max_biomass_ugL","4","3","26.4830204606638"
"Max_biomass_ugL","4","4","39.4148185104083"
"Max_biomass_ugL","4","5","40.7336772973909"
"Max_biomass_ugL","4","6","40.4127039270309"
"Max_biomass_ugL","4","7","37.810485528961"
"Max_biomass_ugL","4","8","40.9307445356576"
"Max_biomass_ugL","4","9","38.9114113533391"
"Max_biomass_ugL","4","10","39.7942867304232"
"Max_biomass_ugL","4","11","33.7703070196327"
"Max_biomass_ugL","4","12","39.7338585121349"
"Max_biomass_ugL","4","13","43.0557606284857"
"Max_biomass_ugL","4","14","38.5936991306142"
"Max_biomass_ugL","4","15","37.4023152747028"
"Max_biomass_ugL","4","16","40.2478509069581"
"Max_biomass_ugL","4","17","39.403974349341"
"Max_biomass_ugL","4","18","24.767817146916"
"Max_biomass_ugL","4","19","38.1119555502779"
"Max_biomass_ugL","4","20","40.255857871979"
"Max_biomass_ugL","4","21","34.7927959960116"
"Max_biomass_ugL","4","22","37.1376677556807"
"Max_biomass_ugL","4","23","38.2230683645962"
"Max_biomass_ugL","4","24","38.2882145616639"
"Max_biomass_ugL","4","25","31.6565692620079"
"Max_biomass_ugL","4","26","31.003302104398"
"Max_biomass_ugL","4","27","25.4650792641842"
"Max_biomass_ugL","4","28","29.7871095893245"
"Max_biomass_ugL","4","29","30.1861120663688"
"Max_biomass_ugL","4","30","28.6372925315921"
"Max_biomass_ugL","4","31","40.609213768334"
"Max_biomass_ugL","4","32","33.5689496667831"
"Max_biomass_ugL","4","33","36.5013607967162"
"Max_biomass_ugL","4","34","39.8763908420294"
"Max_biomass_ugL","4","35","34.7618266507506"
"Max_biomass_ugL","4","36","38.8770807378677"
"Max_biomass_ugL","4","37","38.6273625997766"
"Max_biomass_ugL","4","38","41.2172755338005"
"Max_biomass_ugL","4","39","40.4786298393437"
"Max_biomass_ugL","4","40","35.1287110424126"
"Max_biomass_ugL","4","41","39.5467067449348"
"Max_biomass_ugL","4","42","37.8110070061944"
"Max_biomass_ugL","4","43","38.0948739882723"
"Max_biomass_ugL","4","44","37.0540696039046"
"Max_biomass_ugL","4","45","37.6566579285794"
"Max_biomass_ugL","4","46","39.2611496273157"
"Max_biomass_ugL","4","47","26.2372198742186"
"Max_biomass_ugL","4","48","35.0182088832544"
"Max_biomass_ugL","4","49","38.713185949898"
"Max_biomass_ugL","4","50","36.6430381986421"
"Max_biomass_ugL","4","51","36.1919543189875"
"Max_biomass_ugL","4","52","38.0658267149471"
"Max_biomass_ugL","4","53","35.5990305451036"
"Max_biomass_ugL","4","54","23.6712630531138"
"Max_biomass_ugL","4","55","37.1560442406415"
"Max_biomass_ugL","4","56","39.6172771190484"
"Max_biomass_ugL","4","57","36.8107068580746"
"Max_biomass_ugL","4","58","37.323381030842"
"Max_biomass_ugL","4","59","38.4583853642746"
"Max_biomass_ugL","4","60","37.8049743111988"
"Max_biomass_ugL","4","61","26.4245056978853"
"Max_biomass_ugL","4","62","25.4711542165345"
"Max_biomass_ugL","4","63","25.2533731346054"
"Max_biomass_ugL","4","64","25.7550831997076"
"Max_biomass_ugL","4","65","25.6066414461203"
"Max_biomass_ugL","4","66","23.0281092678125"
"Max_biomass_ugL","4","67","38.1518049449221"
"Max_biomass_ugL","4","68","36.6496155120101"
"Max_biomass_ugL","4","69","34.9604780819195"
"Max_biomass_ugL","4","70","37.7589903801385"
"Max_biomass_ugL","4","71","33.8551959726025"
"Max_biomass_ugL","4","72","39.1909875222973"
"Max_biomass_ugL","4","73","37.5531975275302"
"Max_biomass_ugL","4","74","39.3544308477561"
"Max_biomass_ugL","4","75","38.5722821733039"
"Max_biomass_ugL","4","76","36.154301932431"
"Max_biomass_ugL","4","77","39.2647655762388"
"Max_biomass_ugL","4","78","37.6833600434938"
"Max_biomass_ugL","4","79","37.6997385952198"
"Max_biomass_ugL","4","80","36.3689023648205"
"Max_biomass_ugL","4","81","36.7629240580806"
"Max_biomass_ugL","4","82","26.4989337886188"
"Max_biomass_ugL","4","83","36.9808203395871"
"Max_biomass_ugL","4","84","39.7627545594638"
"Max_biomass_ugL","4","85","35.3064537280007"
"Max_biomass_ugL","4","86","36.8268301969026"
"Max_biomass_ugL","4","87","37.6537994870023"
"Max_biomass_ugL","4","88","37.7921604394647"
"Max_biomass_ugL","4","89","32.1099302473373"
"Max_biomass_ugL","4","90","32.0676443548014"
"Max_biomass_ugL","4","91","28.926879360835"
"Max_biomass_ugL","4","92","30.2630666494784"
"Max_biomass_ugL","4","93","30.5537278341991"
"Max_biomass_ugL","4","94","29.1912079499523"
"Max_biomass_ugL","4","95","39.9904041721896"
"Max_biomass_ugL","4","96","33.9349219474423"
"Max_biomass_ugL","4","97","34.6638488389145"
"Max_biomass_ugL","4","98","37.6058431367856"
"Max_biomass_ugL","4","99","33.5872057835402"
"Max_biomass_ugL","4","100","38.773730696394"
"Max_biomass_ugL","4","101","37.3502580590457"
"Max_biomass_ugL","4","102","39.8107392347198"
"Max_biomass_ugL","4","103","39.5520456328149"
"Max_biomass_ugL","4","104","34.5161469153821"
"Max_biomass_ugL","4","105","37.2616372617376"
"Max_biomass_ugL","4","106","36.4433780996868"
"Max_biomass_ugL","4","107","36.8658711923754"
"Max_biomass_ugL","4","108","36.1217344125719"
"Max_biomass_ugL","4","109","35.8666115172326"
"Max_biomass_ugL","4","110","27.2098060234858"
"Max_biomass_ugL","4","111","26.6830717687038"
"Max_biomass_ugL","4","112","24.7544348239444"
"Max_biomass_ugL","4","113","27.5621954814858"
"Max_biomass_ugL","4","114","26.4004981271465"
"Max_biomass_ugL","4","115","26.777618214532"
"Max_biomass_ugL","4","116","38.9832355534452"
"Max_biomass_ugL","4","117","34.0650447418361"
"Max_biomass_ugL","4","118","36.4627788290528"
"Max_biomass_ugL","4","119","37.4571032075535"
"Max_biomass_ugL","4","120","35.8911746930836"
"Max_biomass_ugL","4","121","36.2897414308641"
"Max_biomass_ugL","4","122","36.8847774864597"
"Max_biomass_ugL","4","123","37.662348711588"
"Max_biomass_ugL","4","124","38.604537026614"
"Max_biomass_ugL","4","125","34.9619526475601"
"Max_biomass_ugL","4","126","36.1724953349481"
"Max_biomass_ugL","4","127","36.0326322787638"
"Max_biomass_ugL","4","128","37.1905005362403"
"Max_biomass_ugL","4","129","36.7474064117038"
"Max_biomass_ugL","4","130","36.6218361899182"
"Max_biomass_ugL","4","131","31.4437228396921"
"Max_biomass_ugL","4","132","27.7146520295201"
"Max_biomass_ugL","4","133","29.1838357426729"
"Max_biomass_ugL","4","134","30.3824754319679"
"Max_biomass_ugL","4","135","26.9890581734968"
"Max_biomass_ugL","4","136","28.6934815739591"
"Max_biomass_ugL","4","137","30.4672198782956"
"Max_biomass_ugL","4","138","30.6560029398479"
"Max_biomass_ugL","4","139","30.0834606991885"
"Max_biomass_ugL","4","140","27.9444228771839"
"Max_biomass_ugL","4","141","28.5328336391788"
"Max_biomass_ugL","4","142","27.4115504809822"
"Max_biomass_ugL","4","143","29.8728383810333"
"Max_biomass_ugL","4","144","28.5787257846884"
"Max_biomass_ugL","4","145","27.7506296557943"
"Max_biomass_ugL","4","146","36.8878149469005"
"Max_biomass_ugL","4","147","37.4512088590331"
"Max_biomass_ugL","4","148","40.0339438098299"
"Max_biomass_ugL","4","149","36.5166592144915"
"Max_biomass_ugL","4","150","34.0771564579961"
"Max_biomass_ugL","4","151","36.8288665376344"
"Max_biomass_ugL","4","152","33.8567617537149"
"Max_biomass_ugL","4","153","37.1355832335293"
"Max_biomass_ugL","4","154","35.0123575418999"
"Max_biomass_ugL","4","155","35.3666765222545"
"Max_biomass_ugL","4","156","36.1599392542618"
"Max_biomass_ugL","4","157","39.2862789871184"
"Max_biomass_ugL","4","158","38.5366408738214"
"Max_biomass_ugL","4","159","38.0595961391786"
"Max_biomass_ugL","4","160","37.1993416648172"
"Max_biomass_ugL","4","161","37.6027847066842"
"Max_biomass_ugL","4","162","36.4219057516184"
"Max_biomass_ugL","4","163","35.7015915007606"
"Max_biomass_ugL","4","164","36.9958242408709"
"Max_biomass_ugL","4","165","36.434840523054"
"Max_biomass_ugL","4","166","35.7522133849324"
"Max_biomass_ugL","4","167","29.6691499043082"
"Max_biomass_ugL","4","168","34.9405941116442"
"Max_biomass_ugL","4","169","36.7357948652486"
"Max_biomass_ugL","4","170","38.2267220116124"
"Max_biomass_ugL","4","171","39.5348783180128"
"Max_biomass_ugL","4","172","40.3850831981433"
"Max_biomass_ugL","4","173","36.2158560966622"
"Max_biomass_ugL","4","174","19.8242841037346"
"Max_biomass_ugL","4","175","34.3760888124844"
"Max_biomass_ugL","4","176","34.9867611747016"
"Max_biomass_ugL","4","177","35.1504053814056"
"Max_biomass_ugL","4","178","36.9061395948961"
"Max_biomass_ugL","4","179","37.2666303435347"
"Max_biomass_ugL","4","180","36.7769889950607"
"Max_biomass_ugL","4","181","29.5252593512903"
"Max_biomass_ugL","4","182","27.3487512872263"
"Max_biomass_ugL","4","183","25.2760699306882"
"Max_biomass_ugL","4","184","28.5260533741514"
"Max_biomass_ugL","4","185","28.3872916752665"
"Max_biomass_ugL","4","186","24.8161668266973"
"Max_biomass_ugL","4","187","40.122597337569"
"Max_biomass_ugL","4","188","37.2471461412912"
"Max_biomass_ugL","4","189","36.5514330477214"
"Max_biomass_ugL","4","190","39.9378160669709"
"Max_biomass_ugL","4","191","34.3913219936579"
"Max_biomass_ugL","4","192","41.8993031328659"
"Max_biomass_ugL","4","193","40.9857298251195"
"Max_biomass_ugL","4","194","42.6486139865534"
"Max_biomass_ugL","4","195","40.2996813904949"
"Max_biomass_ugL","4","196","38.5363809139008"
"Max_biomass_ugL","4","197","42.5493049155875"
"Max_biomass_ugL","4","198","40.9265236648913"
"Max_biomass_ugL","4","199","41.0485686011622"
"Max_biomass_ugL","4","200","39.3731059822486"
"Max_biomass_ugL","4","201","40.3984766544472"
"Max_biomass_ugL","4","202","24.3122726968777"
"Max_biomass_ugL","4","203","31.5935405688387"
"Max_biomass_ugL","4","204","30.3297766525911"
"Max_biomass_ugL","4","205","33.027413742156"
"Max_biomass_ugL","4","206","36.3506209989933"
"Max_biomass_ugL","4","207","36.4974477410912"
"Max_biomass_ugL","4","208","35.6753841733036"
"Max_biomass_ugL","4","209","34.9911179651579"
"Max_biomass_ugL","4","210","33.8514780580644"
"Max_biomass_ugL","4","211","28.229281024056"
"Max_biomass_ugL","4","212","33.3018478941464"
"Max_biomass_ugL","4","213","33.7422526818317"
"Max_biomass_ugL","4","214","31.6310874730556"
"Max_biomass_ugL","4","215","36.3638725650967"
"Max_biomass_ugL","4","216","32.4065030541089"
"Max_biomass_ugL","4","217","34.4093475636523"
"Max_biomass_ugL","4","218","37.2186095341475"
"Max_biomass_ugL","4","219","32.8275630144626"
"Max_biomass_ugL","4","220","39.6702604372094"
"Max_biomass_ugL","4","221","39.4043130182578"
"Max_biomass_ugL","4","222","40.6655478996457"
"Max_biomass_ugL","4","223","39.9289582863962"
"Max_biomass_ugL","4","224","36.56364944939"
"Max_biomass_ugL","4","225","40.2753803050309"
"Max_biomass_ugL","4","226","39.1066582893343"
"Max_biomass_ugL","4","227","39.7830756743027"
"Max_biomass_ugL","4","228","39.3992459045258"
"Max_biomass_ugL","4","229","39.3957257227989"
"Max_biomass_ugL","4","230","21.1748211347862"
"Max_biomass_ugL","4","231","22.9235598566058"
"Max_biomass_ugL","4","232","12.691129533349"
"Max_biomass_ugL","4","233","25.3390727638589"
"Max_biomass_ugL","4","234","25.0419689442822"
"Max_biomass_ugL","4","235","26.1195222625148"
"Max_biomass_ugL","4","236","35.569310135079"
"Max_biomass_ugL","4","237","32.1359666625803"
"Max_biomass_ugL","4","238","37.1644374611297"
"Max_biomass_ugL","4","239","37.3417957496404"
"Max_biomass_ugL","4","240","36.8477688801692"
"Max_biomass_ugL","4","241","34.7686447122979"
"Max_biomass_ugL","4","242","35.2446794376188"
"Max_biomass_ugL","4","243","35.8081287436277"
"Max_biomass_ugL","4","244","35.1968995310588"
"Max_biomass_ugL","4","245","36.0040569009222"
"Max_biomass_ugL","4","246","35.6524721598109"
"Max_biomass_ugL","4","247","36.328531294357"
"Max_biomass_ugL","4","248","37.7351422320093"
"Max_biomass_ugL","4","249","37.0568864100091"
"Max_biomass_ugL","4","250","37.2439051047415"
"Max_biomass_ugL","4","251","33.3805988818835"
"Max_biomass_ugL","4","252","27.4115734833626"
"Max_biomass_ugL","4","253","31.7787353853788"
"Max_biomass_ugL","4","254","33.1351860260281"
"Max_biomass_ugL","4","255","28.0079116091581"
"Max_biomass_ugL","4","256","26.3036367142253"
"Max_biomass_ugL","4","257","33.2087045867201"
"Max_biomass_ugL","4","258","32.6576603274281"
"Max_biomass_ugL","4","259","31.7697442132519"
"Max_biomass_ugL","4","260","27.5266218389906"
"Max_biomass_ugL","4","261","29.2215834926982"
"Max_biomass_ugL","4","262","26.5597543855138"
"Max_biomass_ugL","4","263","32.8308305422807"
