"Response.var","Rank","AICc","Del.AICc","Sigma.2","Log.likelihood","Covar","Covar.coefs","Covar.coef.SE"
"Max_biomass_ugL","8",110.92,1.46,0.23,-46.44,"ar1",0.68,0.11
"Max_biomass_ugL","8",110.92,1.46,0.23,-46.44,"Cmax_DIN_ugL",-0.05,0.09
"Max_biomass_ugL","8",110.92,1.46,0.23,-46.44,"SRPmax_ugL",-0.16,0.14
"Max_biomass_ugL","8",110.92,1.46,0.23,-46.44,"DOCmax_mgL",0.28,0.11
"Max_biomass_ugL","8",110.92,1.46,0.23,-46.44,"Temp_C",0.2,0.13
"Max_biomass_ugL","8",110.92,1.46,0.23,-46.44,"schmidt.stability",-0.15,0.14
"Max_biomass_ugL","8",110.92,1.46,0.23,-46.44,"Kd",0.27,0.09
"Max_biomass_ugL","9",110.96,1.5,0.25,-47.7,"ar1",0.64,0.11
"Max_biomass_ugL","9",110.96,1.5,0.25,-47.7,"Cmax_DIN_ugL",-0.04,0.1
"Max_biomass_ugL","9",110.96,1.5,0.25,-47.7,"SRPmax_depth_m",0.06,0.12
"Max_biomass_ugL","9",110.96,1.5,0.25,-47.7,"DOCmax_mgL",0.22,0.1
"Max_biomass_ugL","9",110.96,1.5,0.25,-47.7,"Temp_C",0.2,0.13
"Max_biomass_ugL","9",110.96,1.5,0.25,-47.7,"Kd",0.27,0.09
"Max_biomass_ugL","10",110.99,1.53,0.24,-48.92,"ar1",0.71,0.1
"Max_biomass_ugL","10",110.99,1.53,0.24,-48.92,"SRPmax_ugL",-0.19,0.13
"Max_biomass_ugL","10",110.99,1.53,0.24,-48.92,"DOCmax_mgL",0.31,0.1
"Max_biomass_ugL","10",110.99,1.53,0.24,-48.92,"schmidt.stability",-0.12,0.14
"Max_biomass_ugL","10",110.99,1.53,0.24,-48.92,"Kd",0.26,0.09
"Max_biomass_ugL","11",111.07,1.62,0.24,-48.96,"ar1",0.7,0.1
"Max_biomass_ugL","11",111.07,1.62,0.24,-48.96,"SRPmax_ugL",-0.21,0.13
"Max_biomass_ugL","11",111.07,1.62,0.24,-48.96,"DOCmax_mgL",0.27,0.1
"Max_biomass_ugL","11",111.07,1.62,0.24,-48.96,"Kd",0.2,0.1
"Max_biomass_ugL","11",111.07,1.62,0.24,-48.96,"perc_light_thermocline",-0.1,0.12
"Max_biomass_ugL","12",111.11,1.65,0.24,-46.54,"ar1",0.69,0.11
"Max_biomass_ugL","12",111.11,1.65,0.24,-46.54,"Cmax_DIN_ugL",-0.06,0.1
"Max_biomass_ugL","12",111.11,1.65,0.24,-46.54,"SRPmax_ugL",-0.18,0.14
"Max_biomass_ugL","12",111.11,1.65,0.24,-46.54,"DINmax_depth_m",0.04,0.11
"Max_biomass_ugL","12",111.11,1.65,0.24,-46.54,"DOCmax_mgL",0.25,0.1
"Max_biomass_ugL","12",111.11,1.65,0.24,-46.54,"Temp_C",0.21,0.13
"Max_biomass_ugL","12",111.11,1.65,0.24,-46.54,"Kd",0.27,0.09
"Max_biomass_ugL","13",111.13,1.67,0.24,-48.99,"ar1",0.71,0.1
"Max_biomass_ugL","13",111.13,1.67,0.24,-48.99,"SRPmax_ugL",-0.2,0.13
"Max_biomass_ugL","13",111.13,1.67,0.24,-48.99,"DINmax_depth_m",0,0.1
"Max_biomass_ugL","13",111.13,1.67,0.24,-48.99,"DOCmax_mgL",0.29,0.1
"Max_biomass_ugL","13",111.13,1.67,0.24,-48.99,"Kd",0.25,0.09
"Max_biomass_ugL","14",111.13,1.67,0.24,-48.99,"ar1",0.69,0.1
"Max_biomass_ugL","14",111.13,1.67,0.24,-48.99,"SRPmax_ugL",-0.18,0.13
"Max_biomass_ugL","14",111.13,1.67,0.24,-48.99,"DOCmax_depth_m",-0.08,0.1
"Max_biomass_ugL","14",111.13,1.67,0.24,-48.99,"DOCmax_mgL",0.28,0.1
"Max_biomass_ugL","14",111.13,1.67,0.24,-48.99,"Kd",0.24,0.09
"Max_biomass_ugL","15",111.18,1.72,0.25,-47.81,"ar1",0.7,0.1
"Max_biomass_ugL","15",111.18,1.72,0.25,-47.81,"Cmax_DIN_ugL",-0.05,0.1
"Max_biomass_ugL","15",111.18,1.72,0.25,-47.81,"SRPmax_ugL",-0.17,0.14
"Max_biomass_ugL","15",111.18,1.72,0.25,-47.81,"DINmax_depth_m",0.03,0.12
"Max_biomass_ugL","15",111.18,1.72,0.25,-47.81,"DOCmax_mgL",0.3,0.1
"Max_biomass_ugL","15",111.18,1.72,0.25,-47.81,"Kd",0.27,0.1
"Max_biomass_ugL","16",111.26,1.8,0.25,-47.85,"ar1",0.68,0.11
"Max_biomass_ugL","16",111.26,1.8,0.25,-47.85,"Cmax_DIN_ugL",-0.06,0.1
"Max_biomass_ugL","16",111.26,1.8,0.25,-47.85,"SRPmax_ugL",-0.16,0.14
"Max_biomass_ugL","16",111.26,1.8,0.25,-47.85,"DOCmax_depth_m",-0.09,0.11
"Max_biomass_ugL","16",111.26,1.8,0.25,-47.85,"DOCmax_mgL",0.29,0.1
"Max_biomass_ugL","16",111.26,1.8,0.25,-47.85,"Kd",0.25,0.09
"Max_biomass_ugL","17",111.36,1.9,0.24,-46.66,"ar1",0.68,0.11
"Max_biomass_ugL","17",111.36,1.9,0.24,-46.66,"HOx",-0.12,0.15
"Max_biomass_ugL","17",111.36,1.9,0.24,-46.66,"Cmax_DIN_ugL",-0.06,0.1
"Max_biomass_ugL","17",111.36,1.9,0.24,-46.66,"SRPmax_ugL",-0.15,0.14
"Max_biomass_ugL","17",111.36,1.9,0.24,-46.66,"DOCmax_mgL",0.22,0.11
"Max_biomass_ugL","17",111.36,1.9,0.24,-46.66,"Temp_C",0.22,0.13
"Max_biomass_ugL","17",111.36,1.9,0.24,-46.66,"Kd",0.26,0.09
"Peak_depth_m","1",69.73,0,0.09,-25.84,"ar1",-0.56,0.16
"Peak_depth_m","1",69.73,0,0.09,-25.84,"Cmax_DIN_ugL",0.12,0.05
"Peak_depth_m","1",69.73,0,0.09,-25.84,"SRPmax_ugL",0.06,0.06
"Peak_depth_m","1",69.73,0,0.09,-25.84,"DINmax_depth_m",0.06,0.06
"Peak_depth_m","1",69.73,0,0.09,-25.84,"Temp_C",-0.81,0.06
"Peak_depth_m","1",69.73,0,0.09,-25.84,"schmidt.stability",-0.25,0.08
"Peak_depth_m","1",69.73,0,0.09,-25.84,"Kd",0.06,0.05
"Peak_depth_m","2",70.31,0.57,0.09,-24.85,"ar1",-0.57,0.16
"Peak_depth_m","2",70.31,0.57,0.09,-24.85,"EM",-0.09,0.06
"Peak_depth_m","2",70.31,0.57,0.09,-24.85,"Cmax_DIN_ugL",0.1,0.05
"Peak_depth_m","2",70.31,0.57,0.09,-24.85,"SRPmax_ugL",0.07,0.06
"Peak_depth_m","2",70.31,0.57,0.09,-24.85,"DINmax_depth_m",0.04,0.06
"Peak_depth_m","2",70.31,0.57,0.09,-24.85,"Temp_C",-0.81,0.06
"Peak_depth_m","2",70.31,0.57,0.09,-24.85,"schmidt.stability",-0.24,0.08
"Peak_depth_m","2",70.31,0.57,0.09,-24.85,"Kd",0.08,0.05
"Peak_depth_m","3",70.41,0.68,0.09,-26.18,"ar1",-0.56,0.16
"Peak_depth_m","3",70.41,0.68,0.09,-26.18,"Cmax_DIN_ugL",0.12,0.05
"Peak_depth_m","3",70.41,0.68,0.09,-26.18,"SRPmax_depth_m",0.04,0.06
"Peak_depth_m","3",70.41,0.68,0.09,-26.18,"DINmax_depth_m",0.05,0.06
"Peak_depth_m","3",70.41,0.68,0.09,-26.18,"Temp_C",-0.8,0.06
"Peak_depth_m","3",70.41,0.68,0.09,-26.18,"schmidt.stability",-0.23,0.08
"Peak_depth_m","3",70.41,0.68,0.09,-26.18,"Kd",0.06,0.05
"Peak_depth_m","4",70.47,0.74,0.09,-26.21,"ar1",-0.6,0.16
"Peak_depth_m","4",70.47,0.74,0.09,-26.21,"Cmax_DIN_ugL",0.13,0.05
"Peak_depth_m","4",70.47,0.74,0.09,-26.21,"SRPmax_ugL",0.04,0.06
"Peak_depth_m","4",70.47,0.74,0.09,-26.21,"DINmax_depth_m",0.05,0.06
"Peak_depth_m","4",70.47,0.74,0.09,-26.21,"Temp_C",-0.82,0.06
"Peak_depth_m","4",70.47,0.74,0.09,-26.21,"schmidt.stability",-0.21,0.09
"Peak_depth_m","4",70.47,0.74,0.09,-26.21,"perc_light_thermocline",-0.06,0.07
"Peak_depth_m","5",70.91,1.18,0.09,-26.43,"ar1",-0.61,0.16
"Peak_depth_m","5",70.91,1.18,0.09,-26.43,"Cmax_DIN_ugL",0.13,0.05
"Peak_depth_m","5",70.91,1.18,0.09,-26.43,"SRPmax_depth_m",0.02,0.06
"Peak_depth_m","5",70.91,1.18,0.09,-26.43,"DINmax_depth_m",0.04,0.06
"Peak_depth_m","5",70.91,1.18,0.09,-26.43,"Temp_C",-0.82,0.06
"Peak_depth_m","5",70.91,1.18,0.09,-26.43,"schmidt.stability",-0.19,0.08
"Peak_depth_m","5",70.91,1.18,0.09,-26.43,"perc_light_thermocline",-0.07,0.07
"Peak_depth_m","6",71.1,1.37,0.1,-27.77,"ar1",0.78,0.08
"Peak_depth_m","6",71.1,1.37,0.1,-27.77,"EM",-0.03,0.07
"Peak_depth_m","6",71.1,1.37,0.1,-27.77,"SRPmax_ugL",0.04,0.06
"Peak_depth_m","6",71.1,1.37,0.1,-27.77,"Temp_C",-0.84,0.07
"Peak_depth_m","6",71.1,1.37,0.1,-27.77,"schmidt.stability",-0.16,0.08
"Peak_depth_m","6",71.1,1.37,0.1,-27.77,"Kd",0.1,0.05
"Peak_depth_m","7",71.36,1.62,0.09,-25.38,"ar1",-0.56,0.16
"Peak_depth_m","7",71.36,1.62,0.09,-25.38,"Cmax_DIN_ugL",0.13,0.05
"Peak_depth_m","7",71.36,1.62,0.09,-25.38,"SRPmax_depth_m",0.05,0.06
"Peak_depth_m","7",71.36,1.62,0.09,-25.38,"SRPmax_ugL",0.07,0.06
"Peak_depth_m","7",71.36,1.62,0.09,-25.38,"DINmax_depth_m",0.06,0.06
"Peak_depth_m","7",71.36,1.62,0.09,-25.38,"Temp_C",-0.81,0.06
"Peak_depth_m","7",71.36,1.62,0.09,-25.38,"schmidt.stability",-0.26,0.08
"Peak_depth_m","7",71.36,1.62,0.09,-25.38,"Kd",0.07,0.05
"Peak_depth_m","8",71.44,1.7,0.09,-25.42,"ar1",-0.63,0.15
"Peak_depth_m","8",71.44,1.7,0.09,-25.42,"EM",-0.08,0.06
"Peak_depth_m","8",71.44,1.7,0.09,-25.42,"Cmax_DIN_ugL",0.11,0.05
"Peak_depth_m","8",71.44,1.7,0.09,-25.42,"SRPmax_ugL",0.05,0.06
"Peak_depth_m","8",71.44,1.7,0.09,-25.42,"DINmax_depth_m",0.04,0.06
"Peak_depth_m","8",71.44,1.7,0.09,-25.42,"Temp_C",-0.82,0.06
"Peak_depth_m","8",71.44,1.7,0.09,-25.42,"schmidt.stability",-0.19,0.09
"Peak_depth_m","8",71.44,1.7,0.09,-25.42,"perc_light_thermocline",-0.09,0.07
"Peak_depth_m","9",71.48,1.74,0.09,-25.44,"ar1",-0.56,0.16
"Peak_depth_m","9",71.48,1.74,0.09,-25.44,"EM",-0.08,0.06
"Peak_depth_m","9",71.48,1.74,0.09,-25.44,"Cmax_DIN_ugL",0.11,0.05
"Peak_depth_m","9",71.48,1.74,0.09,-25.44,"SRPmax_depth_m",0.04,0.05
"Peak_depth_m","9",71.48,1.74,0.09,-25.44,"DINmax_depth_m",0.03,0.06
"Peak_depth_m","9",71.48,1.74,0.09,-25.44,"Temp_C",-0.8,0.06
"Peak_depth_m","9",71.48,1.74,0.09,-25.44,"schmidt.stability",-0.22,0.08
"Peak_depth_m","9",71.48,1.74,0.09,-25.44,"Kd",0.08,0.05
"Peak_magnitude_ugL","1",115.08,0,0.28,-50.97,"ar1",0.64,0.11
"Peak_magnitude_ugL","1",115.08,0,0.28,-50.97,"Cmax_DIN_ugL",-0.04,0.11
"Peak_magnitude_ugL","1",115.08,0,0.28,-50.97,"SRPmax_ugL",-0.2,0.15
"Peak_magnitude_ugL","1",115.08,0,0.28,-50.97,"DOCmax_mgL",0.45,0.11
"Peak_magnitude_ugL","1",115.08,0,0.28,-50.97,"Kd",0.31,0.1
"Peak_magnitude_ugL","2",115.4,0.32,0.29,-51.13,"ar1",0.6,0.12
"Peak_magnitude_ugL","2",115.4,0.32,0.29,-51.13,"Cmax_DIN_ugL",-0.01,0.11
"Peak_magnitude_ugL","2",115.4,0.32,0.29,-51.13,"SRPmax_depth_m",0.15,0.13
"Peak_magnitude_ugL","2",115.4,0.32,0.29,-51.13,"DOCmax_mgL",0.42,0.11
"Peak_magnitude_ugL","2",115.4,0.32,0.29,-51.13,"Kd",0.34,0.1
"Peak_magnitude_ugL","3",116.06,0.97,0.28,-50.25,"ar1",0.64,0.11
"Peak_magnitude_ugL","3",116.06,0.97,0.28,-50.25,"Cmax_DIN_ugL",-0.04,0.1
"Peak_magnitude_ugL","3",116.06,0.97,0.28,-50.25,"SRPmax_ugL",-0.2,0.15
"Peak_magnitude_ugL","3",116.06,0.97,0.28,-50.25,"DOCmax_mgL",0.41,0.11
"Peak_magnitude_ugL","3",116.06,0.97,0.28,-50.25,"Kd",0.25,0.11
"Peak_magnitude_ugL","3",116.06,0.97,0.28,-50.25,"perc_light_thermocline",-0.16,0.14
"Peak_magnitude_ugL","4",116.41,1.32,0.28,-50.43,"ar1",0.65,0.11
"Peak_magnitude_ugL","4",116.41,1.32,0.28,-50.43,"Cmax_DIN_ugL",-0.03,0.11
"Peak_magnitude_ugL","4",116.41,1.32,0.28,-50.43,"SRPmax_depth_m",0.13,0.13
"Peak_magnitude_ugL","4",116.41,1.32,0.28,-50.43,"SRPmax_ugL",-0.18,0.15
"Peak_magnitude_ugL","4",116.41,1.32,0.28,-50.43,"DOCmax_mgL",0.46,0.11
"Peak_magnitude_ugL","4",116.41,1.32,0.28,-50.43,"Kd",0.33,0.1
"Peak_magnitude_ugL","5",116.46,1.37,0.28,-50.45,"ar1",0.66,0.12
"Peak_magnitude_ugL","5",116.46,1.37,0.28,-50.45,"Cmax_DIN_ugL",-0.05,0.11
"Peak_magnitude_ugL","5",116.46,1.37,0.28,-50.45,"SRPmax_ugL",-0.21,0.16
"Peak_magnitude_ugL","5",116.46,1.37,0.28,-50.45,"DINmax_depth_m",0.04,0.13
"Peak_magnitude_ugL","5",116.46,1.37,0.28,-50.45,"DOCmax_mgL",0.46,0.11
"Peak_magnitude_ugL","5",116.46,1.37,0.28,-50.45,"Kd",0.33,0.11
"Peak_magnitude_ugL","6",116.59,1.5,0.29,-52.89,"ar1",0.64,0.12
"Peak_magnitude_ugL","6",116.59,1.5,0.29,-52.89,"SRPmax_ugL",-0.25,0.15
"Peak_magnitude_ugL","6",116.59,1.5,0.29,-52.89,"DOCmax_mgL",0.44,0.11
"Peak_magnitude_ugL","6",116.59,1.5,0.29,-52.89,"Kd",0.29,0.1
"Peak_magnitude_ugL","7",116.81,1.72,0.3,-50.63,"ar1",0.61,0.13
"Peak_magnitude_ugL","7",116.81,1.72,0.3,-50.63,"Cmax_DIN_ugL",-0.01,0.11
"Peak_magnitude_ugL","7",116.81,1.72,0.3,-50.63,"SRPmax_depth_m",0.15,0.13
"Peak_magnitude_ugL","7",116.81,1.72,0.3,-50.63,"DINmax_depth_m",0.05,0.13
"Peak_magnitude_ugL","7",116.81,1.72,0.3,-50.63,"DOCmax_mgL",0.42,0.11
"Peak_magnitude_ugL","7",116.81,1.72,0.3,-50.63,"Kd",0.35,0.11
"Peak_magnitude_ugL","8",116.94,1.85,0.29,-50.69,"ar1",0.6,0.12
"Peak_magnitude_ugL","8",116.94,1.85,0.29,-50.69,"Cmax_DIN_ugL",-0.02,0.11
"Peak_magnitude_ugL","8",116.94,1.85,0.29,-50.69,"SRPmax_depth_m",0.12,0.13
"Peak_magnitude_ugL","8",116.94,1.85,0.29,-50.69,"DOCmax_mgL",0.39,0.11
"Peak_magnitude_ugL","8",116.94,1.85,0.29,-50.69,"Kd",0.29,0.12
"Peak_magnitude_ugL","8",116.94,1.85,0.29,-50.69,"perc_light_thermocline",-0.13,0.14
"Peak_width_m","1",141.78,0,0.64,-64.31,"Cmax_DIN_ugL",-0.16,0.16
"Peak_width_m","1",141.78,0,0.64,-64.31,"SRPmax_depth_m",0.16,0.16
"Peak_width_m","1",141.78,0,0.64,-64.31,"DINmax_depth_m",-0.2,0.2
"Peak_width_m","1",141.78,0,0.64,-64.31,"DOCmax_mgL",0.13,0.16
"Peak_width_m","1",141.78,0,0.64,-64.31,"perc_light_thermocline",-0.13,0.17
"Peak_width_m","2",142.3,0.52,0.65,-64.57,"Cmax_DIN_ugL",-0.14,0.16
"Peak_width_m","2",142.3,0.52,0.65,-64.57,"SRPmax_depth_m",0.18,0.16
"Peak_width_m","2",142.3,0.52,0.65,-64.57,"DINmax_depth_m",-0.18,0.2
"Peak_width_m","2",142.3,0.52,0.65,-64.57,"DOCmax_mgL",0.14,0.16
"Peak_width_m","2",142.3,0.52,0.65,-64.57,"Kd",0.03,0.15
"Peak_width_m","3",142.32,0.54,0.65,-64.58,"Cmax_DIN_ugL",-0.2,0.16
"Peak_width_m","3",142.32,0.54,0.65,-64.58,"SRPmax_ugL",-0.11,0.16
"Peak_width_m","3",142.32,0.54,0.65,-64.58,"DINmax_depth_m",-0.23,0.2
"Peak_width_m","3",142.32,0.54,0.65,-64.58,"DOCmax_mgL",0.11,0.16
"Peak_width_m","3",142.32,0.54,0.65,-64.58,"perc_light_thermocline",-0.17,0.17
"Peak_width_m","4",142.34,0.57,0.65,-64.6,"Cmax_DIN_ugL",-0.15,0.17
"Peak_width_m","4",142.34,0.57,0.65,-64.6,"SRPmax_depth_m",0.15,0.16
"Peak_width_m","4",142.34,0.57,0.65,-64.6,"DINmax_depth_m",-0.17,0.2
"Peak_width_m","4",142.34,0.57,0.65,-64.6,"DOCmax_depth_m",0.03,0.17
"Peak_width_m","4",142.34,0.57,0.65,-64.6,"perc_light_thermocline",-0.14,0.17
"Peak_width_m","5",142.53,0.75,0.62,-63.49,"EM",-0.21,0.16
"Peak_width_m","5",142.53,0.75,0.62,-63.49,"Cmax_DIN_ugL",-0.19,0.16
"Peak_width_m","5",142.53,0.75,0.62,-63.49,"SRPmax_depth_m",0.15,0.16
"Peak_width_m","5",142.53,0.75,0.62,-63.49,"DINmax_depth_m",-0.22,0.2
"Peak_width_m","5",142.53,0.75,0.62,-63.49,"DOCmax_mgL",0.05,0.17
"Peak_width_m","5",142.53,0.75,0.62,-63.49,"perc_light_thermocline",-0.17,0.17
"Peak_width_m","6",142.62,0.84,0.63,-63.53,"EM",-0.23,0.16
"Peak_width_m","6",142.62,0.84,0.63,-63.53,"Cmax_DIN_ugL",-0.19,0.17
"Peak_width_m","6",142.62,0.84,0.63,-63.53,"SRPmax_depth_m",0.15,0.16
"Peak_width_m","6",142.62,0.84,0.63,-63.53,"DINmax_depth_m",-0.21,0.2
"Peak_width_m","6",142.62,0.84,0.63,-63.53,"DOCmax_depth_m",-0.01,0.17
"Peak_width_m","6",142.62,0.84,0.63,-63.53,"perc_light_thermocline",-0.18,0.17
"Peak_width_m","7",142.75,0.97,0.63,-63.6,"Cmax_DIN_ugL",-0.13,0.16
"Peak_width_m","7",142.75,0.97,0.63,-63.6,"SRPmax_depth_m",0.17,0.16
"Peak_width_m","7",142.75,0.97,0.63,-63.6,"DINmax_depth_m",-0.2,0.2
"Peak_width_m","7",142.75,0.97,0.63,-63.6,"DOCmax_depth_m",0.1,0.17
"Peak_width_m","7",142.75,0.97,0.63,-63.6,"Temp_C",0.25,0.18
"Peak_width_m","7",142.75,0.97,0.63,-63.6,"perc_light_thermocline",-0.06,0.18
"Peak_width_m","8",142.78,1.01,0.65,-64.82,"Cmax_DIN_ugL",-0.19,0.17
"Peak_width_m","8",142.78,1.01,0.65,-64.82,"SRPmax_ugL",-0.1,0.16
"Peak_width_m","8",142.78,1.01,0.65,-64.82,"DINmax_depth_m",-0.2,0.2
"Peak_width_m","8",142.78,1.01,0.65,-64.82,"DOCmax_depth_m",0.03,0.17
"Peak_width_m","8",142.78,1.01,0.65,-64.82,"perc_light_thermocline",-0.18,0.18
"Peak_width_m","9",142.85,1.08,0.63,-63.65,"Cmax_DIN_ugL",-0.12,0.16
"Peak_width_m","9",142.85,1.08,0.63,-63.65,"SRPmax_depth_m",0.18,0.16
"Peak_width_m","9",142.85,1.08,0.63,-63.65,"DINmax_depth_m",-0.19,0.2
"Peak_width_m","9",142.85,1.08,0.63,-63.65,"DOCmax_depth_m",0.12,0.16
"Peak_width_m","9",142.85,1.08,0.63,-63.65,"Temp_C",0.27,0.17
"Peak_width_m","9",142.85,1.08,0.63,-63.65,"Kd",0.01,0.15
"Peak_width_m","10",142.93,1.15,0.66,-64.89,"Cmax_DIN_ugL",-0.12,0.17
"Peak_width_m","10",142.93,1.15,0.66,-64.89,"SRPmax_depth_m",0.17,0.16
"Peak_width_m","10",142.93,1.15,0.66,-64.89,"DINmax_depth_m",-0.14,0.2
"Peak_width_m","10",142.93,1.15,0.66,-64.89,"DOCmax_depth_m",0.07,0.16
"Peak_width_m","10",142.93,1.15,0.66,-64.89,"Kd",0.04,0.15
"Peak_width_m","11",142.98,1.2,0.63,-63.71,"Cmax_DIN_ugL",-0.15,0.16
"Peak_width_m","11",142.98,1.2,0.63,-63.71,"SRPmax_depth_m",0.17,0.16
"Peak_width_m","11",142.98,1.2,0.63,-63.71,"DINmax_depth_m",-0.21,0.2
"Peak_width_m","11",142.98,1.2,0.63,-63.71,"DOCmax_mgL",0.05,0.17
"Peak_width_m","11",142.98,1.2,0.63,-63.71,"Temp_C",0.21,0.19
"Peak_width_m","11",142.98,1.2,0.63,-63.71,"perc_light_thermocline",-0.09,0.17
"Peak_width_m","12",143.13,1.35,0.63,-63.79,"Cmax_DIN_ugL",-0.19,0.16
"Peak_width_m","12",143.13,1.35,0.63,-63.79,"SRPmax_ugL",-0.14,0.16
"Peak_width_m","12",143.13,1.35,0.63,-63.79,"DINmax_depth_m",-0.24,0.2
"Peak_width_m","12",143.13,1.35,0.63,-63.79,"DOCmax_depth_m",0.09,0.17
"Peak_width_m","12",143.13,1.35,0.63,-63.79,"Temp_C",0.26,0.18
"Peak_width_m","12",143.13,1.35,0.63,-63.79,"perc_light_thermocline",-0.1,0.18
"Peak_width_m","13",143.23,1.45,0.63,-63.84,"Cmax_DIN_ugL",-0.14,0.16
"Peak_width_m","13",143.23,1.45,0.63,-63.84,"SRPmax_depth_m",0.19,0.16
"Peak_width_m","13",143.23,1.45,0.63,-63.84,"DINmax_depth_m",-0.2,0.2
"Peak_width_m","13",143.23,1.45,0.63,-63.84,"DOCmax_mgL",0.06,0.17
"Peak_width_m","13",143.23,1.45,0.63,-63.84,"Temp_C",0.22,0.18
"Peak_width_m","13",143.23,1.45,0.63,-63.84,"Kd",0.01,0.15
"Peak_width_m","14",143.26,1.49,0.66,-65.06,"Cmax_DIN_ugL",-0.18,0.16
"Peak_width_m","14",143.26,1.49,0.66,-65.06,"SRPmax_ugL",-0.09,0.16
"Peak_width_m","14",143.26,1.49,0.66,-65.06,"DINmax_depth_m",-0.21,0.2
"Peak_width_m","14",143.26,1.49,0.66,-65.06,"DOCmax_mgL",0.14,0.16
"Peak_width_m","14",143.26,1.49,0.66,-65.06,"Kd",0,0.15
"Peak_width_m","15",143.32,1.54,0.64,-63.88,"EM",-0.2,0.16
"Peak_width_m","15",143.32,1.54,0.64,-63.88,"Cmax_DIN_ugL",-0.17,0.16
"Peak_width_m","15",143.32,1.54,0.64,-63.88,"SRPmax_depth_m",0.18,0.16
"Peak_width_m","15",143.32,1.54,0.64,-63.88,"DINmax_depth_m",-0.18,0.2
"Peak_width_m","15",143.32,1.54,0.64,-63.88,"DOCmax_mgL",0.08,0.17
"Peak_width_m","15",143.32,1.54,0.64,-63.88,"Kd",0.06,0.15
"Peak_width_m","16",143.36,1.58,0.64,-63.9,"Cmax_DIN_ugL",-0.2,0.16
